database,source_row,source_id,title,authors,normalized_title,normalized_authors,year,doi,publication_title,document_type,url
ieee,69,10.1109/TNANO.2015.2478861,On-Chip Sparse Learning Acceleration With CMOS and Resistive Synaptic Devices,J. -s. Seo; B. Lin; M. Kim; P. -Y. Chen; D. Kadetotad; Z. Xu; A. Mohanty; S. Vrudhula; S. Yu; J. Ye; Y. Cao,on chip sparse learning acceleration with cmos and resistive synaptic devices,j s seo b lin m kim p y chen d kadetotad z xu a mohanty s vrudhula s yu j ye y cao,2015,10.1109/TNANO.2015.2478861,IEEE Transactions on Nanotechnology,IEEE Journals,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7268884
ieee,70,10.1109/ICITES62688.2024.10777416,Dual-layer Trading Mechanism in the Day-ahead Market Considering Energy Storage as Flexible Ramping Product,C. Cheng; Y. Zhang; Y. Zhou; J. Rong; Y. Qiao; M. Peng; H. Li,dual layer trading mechanism in the day ahead market considering energy storage as flexible ramping product,c cheng y zhang y zhou j rong y qiao m peng h li,2024,10.1109/ICITES62688.2024.10777416,2024 4th International Conference on Intelligent Technology and Embedded Systems (ICITES),IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10777416
ieee,71,10.1109/AIMLA67915.2026.11522472,Development of a Fibre Reinforced Polymer-Based Robotic Exoskeleton for Assistive and Rehabilitation Mobility,L. V; S. Prabakar; S. R; Y. Senthilkumar; D. S. S; D. S,development of a fibre reinforced polymer based robotic exoskeleton for assistive and rehabilitation mobility,l v s prabakar s r y senthilkumar d s s d s,2026,10.1109/AIMLA67915.2026.11522472,2026 4th International Conference on Artificial Intelligence and Machine Learning Applications Theme: Healthcare and Internet of Things (AIMLA),IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11522472
ieee,72,10.1109/EMRTS.1999.777452,Worst-case execution times and schedulability analysis of statecharts models,E. Erpenbach; P. Altenbernd,worst case execution times and schedulability analysis of statecharts models,e erpenbach p altenbernd,1999,10.1109/EMRTS.1999.777452,Proceedings of 11th Euromicro Conference on Real-Time Systems. Euromicro RTS'99,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=777452
ieee,73,10.23919/DATE.2018.8342182,Parallel code generation of synchronous programs for a many-core architecture,A. Graillat; M. Moy; P. Raymond; B. D. de Dinechin,parallel code generation of synchronous programs for a many core architecture,a graillat m moy p raymond b d de dinechin,2018,10.23919/DATE.2018.8342182,"2018 Design, Automation & Test in Europe Conference & Exhibition (DATE)",IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8342182
ieee,74,10.1109/DATE.2004.1269104,A demonstration of co-design and co-verification in a synchronous language,S. Singh,a demonstration of co design and co verification in a synchronous language,s singh,2004,10.1109/DATE.2004.1269104,"Proceedings Design, Automation and Test in Europe Conference and Exhibition",IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1269104
ieee,75,10.1109/ISORC.2013.6913222,Programming deterministic reactive systems with Synchronous Java,C. Motika; R. von Hanxleden; M. Heinold,programming deterministic reactive systems with synchronous java,c motika r von hanxleden m heinold,2013,10.1109/ISORC.2013.6913222,16th IEEE International Symposium on Object/component/service-oriented Real-time distributed Computing (ISORC 2013),IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6913222
ieee,76,10.1109/RTAS.2014.6925993,Relaxing the synchronous approach for mixed-criticality systems,E. Yip; M. M. Y. Kuo; P. S. Roop; D. Broman,relaxing the synchronous approach for mixed criticality systems,e yip m m y kuo p s roop d broman,2014,10.1109/RTAS.2014.6925993,2014 IEEE 19th Real-Time and Embedded Technology and Applications Symposium (RTAS),IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6925993
ieee,77,10.1109/ICAC54203.2021.9671181,Sensor-Based Emotion Tracking System for Computer Games,W. R. M. G. K. Wickramasinghe; R. M. B. Devduni; D. T. C. B. Dasanayaka; M. N. N. Mohomed; S. Kumari; T. Dassanayake,sensor based emotion tracking system for computer games,w r m g k wickramasinghe r m b devduni d t c b dasanayaka m n n mohomed s kumari t dassanayake,2021,10.1109/ICAC54203.2021.9671181,2021 3rd International Conference on Advancements in Computing (ICAC),IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671181
ieee,78,10.1109/RTCSA.2015.1,[Title page i],,title page i,,2015,10.1109/RTCSA.2015.1,2015 IEEE 21st International Conference on Embedded and Real-Time Computing Systems and Applications,IEEE Conferences,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7299751
